ticket_number,customer_uuid,product_code,category_code,root_cause_code,ticket_status,priority,subject,created_date,channel,app_version,resolved_date,resolution_time_hours,customer_satisfaction_score
TKT-001140,0219a9c7-ba23-407a-b03c-1286b71714cd,DIN001,LOGIN,RC004,Resolved,Low,Issue with dInvest Pro,2025-07-19,Phone,v1.1,2025-07-21,3.2950669071043555,5.0
TKT-001141,64d533b8-37db-4894-80d3-fe85700648d5,DS002,TRANSFER,RC001,Closed,Medium,Issue with dProtect Plus,2025-08-07,App,v1.1,2025-08-07,18.93653557215633,5.0
TKT-001142,cec1336f-f70e-4b76-9da9-f5f5cff8d23f,DL002,LOAN,RC002,Resolved,Medium,Issue with dSave Plus,2025-07-30,Email,v1.1,2025-08-01,64.80594664990849,4.0
TKT-001143,3d21570f-ef6e-42b5-ad9d-590eac8f615d,DS002,PAYMENT,RC001,Closed,Medium,Issue with dProtect Plus,2025-08-05,App,v1.1,2025-08-06,14.163641018844427,5.0
TKT-001144,dde167ad-ccd3-4138-a987-b7083ee9bb38,DI002,PAYMENT,RC006,Closed,Medium,Issue with dLoan Quick,2025-07-14,Email,v1.1,2025-07-14,16.93687507613481,4.0
TKT-001145,8c527a3a-93c3-46d5-912d-4d991348f0a8,DL002,TRANSFER,RC008,Open,Critical,Issue with dSave Premium,2025-07-17,Phone,v1.1,,,
TKT-001146,b69355e4-2469-440c-936e-7e6e06537cb5,DIN001,LOAN,RC004,Closed,Low,Issue with dInvest Auto,2025-08-05,Phone,v1.1,2025-08-05,56.63762349314365,3.0
TKT-001147,1bbf6549-58bd-4036-a1f2-e4b71e93df24,DS001,LOGIN,RC004,Closed,Medium,Issue with dProtect Basic,2025-07-23,Phone,v1.1,2025-07-25,27.322966906769814,2.0
TKT-001148,fbdbe01c-a732-48a1-af50-806b265ea660,DIN002,TRANSFER,RC005,Open,Medium,Issue with dLoan Quick,2025-07-27,App,v1.1,,,
TKT-001149,823cae48-5f49-466b-a63b-5ee316e40928,DI001,ACCOUNT,RC005,Resolved,Low,Issue with dProtect Plus,2025-07-20,Web,v1.1,2025-07-20,50.67649817946716,1.0
TKT-001150,7cff3b35-837e-4700-a6d4-2ea401fa9788,DI002,ACCOUNT,RC005,Open,Low,Issue with dSave Premium,2025-07-29,Web,v1.1,,,
TKT-001151,80e0736e-584f-4834-ade6-6d028e06aa33,DIN002,TRANSFER,RC003,Closed,Medium,Issue with dProtect Plus,2025-07-25,Email,v1.1,2025-07-25,33.56528152214163,1.0
TKT-001152,e47c666a-b04d-4e79-8ff6-308a91356bfe,DS001,SAVING,RC004,Resolved,Medium,Issue with dInvest Auto,2025-07-17,App,v1.1,2025-07-19,11.65748605497321,2.0
TKT-001153,20656da7-525f-4c6f-bb12-b2e02a3d119b,DIN002,SAVING,RC007,Resolved,High,Issue with dLoan Quick,2025-07-15,Email,v1.1,2025-07-16,51.86586364923332,1.0
TKT-001154,26850a25-b23d-46b6-8d92-aa7b9ac21861,DS001,TRANSFER,RC002,Closed,Low,Issue with dLoan Quick,2025-07-22,Web,v1.1,2025-07-24,14.952829146422806,5.0
TKT-001155,56c6b2fd-5a78-4de5-800e-e5771d57f916,DL002,ACCOUNT,RC002,Open,Medium,Issue with dSave Plus,2025-08-04,Web,v1.1,,,
TKT-001156,744da236-5c7c-4778-874f-054fd2a5d216,DIN002,PAYMENT,RC007,Closed,High,Issue with dProtect Basic,2025-07-30,Web,v1.1,2025-08-01,33.20912745909981,3.0
TKT-001157,5f61c1a9-3b78-417e-b909-b156ee5e55c0,DI002,SAVING,RC003,Open,Medium,Issue with dLoan Quick,2025-07-21,Phone,v1.1,,,
TKT-001158,adbff6d5-f6a1-49b3-97c2-c491d99e2672,DL002,LOGIN,RC007,Resolved,Low,Issue with dLoan Quick,2025-07-24,Email,v1.1,2025-07-26,30.897756282455457,3.0
TKT-001159,41e4f08c-790d-4ff6-9305-a9bfa49f2ec8,DI002,LOAN,RC008,Resolved,Low,Issue with dSave Premium,2025-07-24,Web,v1.1,2025-07-26,60.57975288076455,4.0
TKT-001160,aee5fd79-4f74-4712-a73f-0a66b082a299,DL001,LOGIN,RC006,Open,Medium,Issue with dInvest Pro,2025-07-24,Web,v1.1,,,
TKT-001161,d9f1e8be-010c-4aee-bddc-9b7ad9038b41,DIN001,SAVING,RC002,Resolved,Low,Issue with dInvest Pro,2025-07-20,Email,v1.1,2025-07-20,15.583061133881241,1.0
TKT-001162,65611e32-cb22-4a34-9ccc-2cc2656d737f,DL001,LOAN,RC003,Closed,Low,Issue with dSave Premium,2025-07-14,App,v1.1,2025-07-15,12.55141705166677,2.0
TKT-001163,4063e418-7057-4f3c-ae5e-a3965b06a536,DI001,ACCOUNT,RC006,Closed,Medium,Issue with dInvest Pro,2025-07-17,Phone,v1.1,2025-07-18,3.57990947091877,5.0
TKT-001164,433773db-43e6-4cba-b2f7-e6115b7abc84,DI002,TRANSFER,RC005,Closed,Low,Issue with dSave Plus,2025-08-09,Email,v1.1,2025-08-09,22.373708245769212,5.0
TKT-001165,a7b54b6c-11a9-4f96-a696-b3f2741817a2,DI001,TRANSFER,RC008,Closed,Medium,Issue with dInvest Auto,2025-07-17,Phone,v1.1,2025-07-17,28.78588681871053,2.0
TKT-001166,5e0c06d9-75ad-455f-935e-d94e816d77ee,DI002,TRANSFER,RC001,Resolved,Medium,Issue with dLoan Quick,2025-07-18,App,v1.1,2025-07-20,41.52912028619031,1.0
TKT-001167,dbc5d5f9-774a-4abe-9f51-25ef33398a30,DIN002,ACCOUNT,RC001,In Progress,Medium,Issue with dSave Premium,2025-07-18,Phone,v1.1,,,
TKT-001168,9ad4cc16-231e-4ec5-84aa-fa5939ec98dc,DL002,PAYMENT,RC003,In Progress,Medium,Issue with dProtect Plus,2025-08-12,Email,v1.1,,,
TKT-001169,b6306034-94a6-4d2b-b680-2ac2acd5c4ae,DIN002,TRANSFER,RC003,Open,Medium,Issue with dInvest Auto,2025-07-15,App,v1.1,,,
TKT-001170,e5e88840-104c-4cb5-b890-d978e32ccbc0,DS002,SAVING,RC003,In Progress,Medium,Issue with dLoan Flexi,2025-07-30,Web,v1.1,,,
TKT-001171,771ad3fe-0a88-47a5-957e-8c663aeceaf8,DI001,SAVING,RC005,Open,High,Issue with dInvest Auto,2025-08-10,Web,v1.1,,,
TKT-001172,58d8b1a9-6c65-473e-a868-47bf7d8e504a,DS002,LOAN,RC003,Closed,Low,Issue with dInvest Pro,2025-07-16,Phone,v1.1,2025-07-17,22.667734948997914,5.0
TKT-001173,2ec694f6-ba19-4686-954d-e0bd987861d0,DI001,SAVING,RC001,Resolved,High,Issue with dSave Premium,2025-07-15,Email,v1.1,2025-07-17,7.193132772499187,1.0
TKT-001174,84fa6ee4-4cec-48f5-beda-cbebb04395cf,DIN002,LOAN,RC004,Closed,Low,Issue with dLoan Flexi,2025-08-07,App,v1.1,2025-08-08,67.71594819289751,3.0
TKT-001175,1204f4d6-bbfb-4b71-8a68-3eb8876de8c5,DIN002,PAYMENT,RC007,Closed,High,Issue with dInvest Auto,2025-07-31,App,v1.1,2025-08-01,45.88991505077808,3.0
TKT-001176,5c98fd57-3c35-4ce2-9656-07c0b3fdec76,DS002,PAYMENT,RC005,Open,Medium,Issue with dProtect Basic,2025-07-26,Web,v1.1,,,
TKT-001177,264a49a5-66a8-46bb-88f9-22b34f73fa93,DIN001,LOGIN,RC005,Resolved,Medium,Issue with dSave Plus,2025-07-14,App,v1.1,2025-07-14,43.406378862503516,3.0
TKT-001178,b50d623d-aef6-4b2f-a4a7-b4a37e7fce07,DIN001,TRANSFER,RC003,Closed,Medium,Issue with dProtect Plus,2025-07-16,Phone,v1.1,2025-07-18,21.482376117674505,5.0
TKT-001179,4f3780f9-77c7-4907-bee5-bb60071f8c12,DIN001,PAYMENT,RC008,In Progress,Low,Issue with dSave Plus,2025-07-14,Phone,v1.2,,,
TKT-001180,a3b9ddeb-8597-4af1-b7ea-dbb266b8864a,DI002,PAYMENT,RC002,Open,Medium,Issue with dSave Plus,2025-07-21,Email,v1.1,,,
TKT-001181,d3452c2c-c20b-44e3-a70a-f69a4eb45025,DI001,ACCOUNT,RC001,Open,Medium,Issue with dSave Plus,2025-07-26,Web,v1.1,,,
TKT-001182,1d520f58-0288-44b2-9f9d-e8be9edc8afb,DI001,SAVING,RC004,Resolved,Medium,Issue with dLoan Flexi,2025-07-14,App,v1.1,2025-07-15,69.7846678519405,4.0
TKT-001183,dfa4a6da-f2b0-44a3-b1d1-6ea89181c8a2,DL001,PAYMENT,RC006,Open,Medium,Issue with dLoan Flexi,2025-08-03,Email,v1.1,,,
TKT-001184,2e8b94a1-a35d-4d0c-b58e-9f271f13aefc,DIN002,LOAN,RC007,Closed,Medium,Issue with dLoan Quick,2025-07-17,Web,v1.1,2025-07-19,11.724195355799349,5.0
TKT-001185,c1d774e4-500b-4336-9172-baa924bb6a63,DL001,LOAN,RC003,Open,Medium,Issue with dInvest Auto,2025-07-19,App,v1.1,,,
TKT-001186,5fb8456f-0a23-4a83-b5c5-dd7d60211aef,DIN001,LOAN,RC002,Closed,Medium,Issue with dSave Plus,2025-08-02,Phone,v1.1,2025-08-04,42.57699561218923,2.0
TKT-001187,6a354d7f-bc46-4833-aab9-bce12813fa55,DS001,APP_CRASH,RC005,Closed,Medium,Issue with dInvest Pro,2025-07-22,Web,v1.1,2025-07-24,6.467847777986485,4.0
TKT-001188,5c34c368-8a1e-44b8-96c6-dc74b9fd7aed,DI001,PAYMENT,RC002,Closed,Medium,Issue with dSave Premium,2025-07-25,Web,v1.1,2025-07-26,40.567236863449324,1.0
TKT-001189,fe1e11a7-f767-482a-b36d-d5677b8b8b3a,DS002,TRANSFER,RC007,Resolved,Medium,Issue with dSave Plus,2025-07-19,Phone,v1.1,2025-07-20,4.668057257371663,2.0
TKT-001190,3d967c33-cc32-40b0-8605-770917fd5485,DIN001,APP_CRASH,RC005,Resolved,Medium,Issue with dProtect Basic,2025-07-19,App,v1.1,2025-07-20,29.377395661383954,2.0
TKT-001191,f2cb578b-63af-4ca9-9b43-16cb3c8acc7b,DL001,APP_CRASH,RC001,Resolved,Medium,Issue with dProtect Basic,2025-07-17,App,v1.1,2025-07-18,55.93975724921088,2.0
TKT-001192,4eeec300-ce22-468e-a1c5-8b926d8d20f7,DL002,ACCOUNT,RC004,Resolved,Medium,Issue with dLoan Flexi,2025-08-10,Email,v1.1,2025-08-12,52.54102843573782,2.0
TKT-001193,e40dbf30-9e4d-4c70-b668-ca46ef6a117a,DL001,ACCOUNT,RC003,Closed,Low,Issue with dSave Premium,2025-07-14,Web,v1.1,2025-07-16,48.198439029210135,4.0
TKT-001194,84e183e9-b099-44b5-adb3-8634bfa55a06,DL001,ACCOUNT,RC002,Closed,High,Issue with dProtect Plus,2025-07-20,Email,v1.1,2025-07-21,47.59859144560976,5.0
TKT-001195,fb31a55f-28e9-409e-a470-5fcc62cca661,DIN001,LOAN,RC005,Closed,High,Issue with dProtect Plus,2025-07-17,Phone,v1.1,2025-07-19,69.4079416018244,1.0
TKT-001196,47c38f28-42fc-4844-91a7-4da0433ac977,DIN001,ACCOUNT,RC001,Closed,High,Issue with dInvest Pro,2025-07-28,Email,v1.1,2025-07-30,69.23976841962265,5.0
TKT-001197,9b33ffe4-0092-4772-a3d7-7d13d992266c,DI001,ACCOUNT,RC007,Open,Low,Issue with dInvest Pro,2025-08-06,Email,v1.1,,,
TKT-001198,d5a39f3d-ba22-435c-b0ea-283c515c5dc8,DS002,PAYMENT,RC007,Open,Medium,Issue with dInvest Pro,2025-08-09,Web,v1.1,,,
TKT-001199,47a4d646-dcc8-47cd-89f8-401f0e34524a,DIN001,SAVING,RC008,Resolved,Low,Issue with dSave Plus,2025-08-05,App,v1.1,2025-08-07,68.12480411350833,4.0
TKT-001200,ec306bd1-b174-4b6e-bd82-02e56e665a85,DL002,PAYMENT,RC008,Resolved,Medium,Issue with dSave Plus,2025-07-23,Email,v1.2,2025-07-25,55.431926868514424,5.0
TKT-001201,4dd19393-f3ce-4387-8555-6d25738a89b5,DI002,ACCOUNT,RC008,Closed,Low,Issue with dInvest Pro,2025-07-20,Phone,v1.1,2025-07-21,26.62767036228269,1.0
TKT-001202,99ab1c4c-73a0-4e94-80e7-051b2f6874db,DI002,TRANSFER,RC001,Closed,Low,Issue with dLoan Flexi,2025-07-17,Phone,v1.1,2025-07-18,10.363220816430891,1.0
TKT-001203,04c60509-53e1-4eef-8462-2ac59352e5e1,DI001,SAVING,RC001,Resolved,High,Issue with dSave Plus,2025-07-22,Email,v1.1,2025-07-24,55.13412457429638,1.0
TKT-001204,8d3a32ae-3548-42e1-85fa-ca2dc4670295,DI002,TRANSFER,RC001,In Progress,Medium,Issue with dSave Premium,2025-07-21,Phone,v1.1,,,
TKT-001205,34be348f-dfed-4fc7-bb28-ac310bb723a7,DL001,PAYMENT,RC005,Closed,Low,Issue with dSave Plus,2025-07-27,Web,v1.2,2025-07-27,8.172622393348071,5.0
TKT-001206,cb3ada7f-a10d-4623-a046-2998e37f24d7,DL001,SAVING,RC007,Closed,Medium,Issue with dLoan Quick,2025-07-20,App,v1.1,2025-07-21,44.44074891635197,5.0
TKT-001207,2da2b170-5be9-4c2e-8337-fd6fb971e6f0,DS002,SAVING,RC006,Closed,Medium,Issue with dInvest Pro,2025-07-15,Phone,v1.1,2025-07-17,50.45594068948038,4.0
TKT-001208,a7a3402e-0ac9-4109-82c8-9a295fbd48a5,DL002,TRANSFER,RC002,In Progress,Low,Issue with dProtect Basic,2025-07-15,Phone,v1.1,,,
TKT-001209,34272a51-ba25-4929-80f5-37605a2b3310,DIN002,LOAN,RC004,Resolved,High,Issue with dInvest Auto,2025-08-08,Web,v1.1,2025-08-10,67.8973902904501,4.0
TKT-001210,829d168e-9e8b-430a-8745-1da08852ac1c,DIN001,ACCOUNT,RC005,Closed,Low,Issue with dSave Premium,2025-07-31,Phone,v1.1,2025-08-01,29.02484348194357,1.0
TKT-001211,16f44a1e-13a5-4f04-82f3-7bea699283db,DIN001,APP_CRASH,RC001,Closed,Medium,Issue with dProtect Plus,2025-07-30,Email,v1.1,2025-08-01,2.463709604094729,1.0
TKT-001212,7ba49004-7cad-446b-875a-0e940513245a,DS002,SAVING,RC003,Closed,Low,Issue with dProtect Plus,2025-08-06,Web,v1.1,2025-08-06,32.85189741033346,5.0
TKT-001213,2e36f48c-3546-40d4-85e1-6f6dff4d1fd8,DIN002,LOAN,RC003,Closed,High,Issue with dProtect Plus,2025-07-19,Web,v1.1,2025-07-19,8.49566243887406,5.0
TKT-001214,524310a9-5487-4d84-979e-d3581c4cbc97,DI001,ACCOUNT,RC007,Closed,Low,Issue with dLoan Quick,2025-08-07,App,v1.1,2025-08-09,21.389099307692018,3.0
TKT-001215,2f3033fb-aee3-4ae1-a27f-60f2df80d3da,DI001,PAYMENT,RC006,Closed,Medium,Issue with dInvest Auto,2025-07-16,Phone,v1.1,2025-07-17,49.73509606985453,1.0
TKT-001216,a8a16e75-258f-4be4-97b7-620c775889b9,DI001,APP_CRASH,RC005,Resolved,Medium,Issue with dInvest Pro,2025-08-06,Email,v1.1,2025-08-07,40.033748409338116,1.0
TKT-001217,ab26dc23-f571-4a48-bc25-ace998db05c3,DIN002,LOAN,RC007,Open,High,Issue with dProtect Basic,2025-07-30,App,v1.1,,,
TKT-001218,10d5309e-9a5d-4586-8e27-495814e352e8,DL002,SAVING,RC001,In Progress,Medium,Issue with dProtect Basic,2025-07-28,Web,v1.1,,,
TKT-001219,d0faf144-0c94-4f76-b3e0-8fd44c3c1643,DI001,SAVING,RC002,Closed,Medium,Issue with dProtect Plus,2025-07-18,Email,v1.1,2025-07-20,33.663601496106295,4.0
TKT-001220,d6e3ec54-3d35-4da4-a19c-a79c73ecdd4d,DIN002,LOGIN,RC007,Closed,Low,Issue with dProtect Plus,2025-08-04,Phone,v1.1,2025-08-05,19.53381611992202,5.0
TKT-001221,f70236a6-a973-4dde-ac79-8a656b0e290d,DS002,LOGIN,RC008,Closed,Medium,Issue with dLoan Flexi,2025-08-01,Phone,v1.1,2025-08-02,4.6796002201019595,1.0
TKT-001222,b7edaa1d-2132-436b-9f4e-caa374a74787,DS002,ACCOUNT,RC001,Closed,Low,Issue with dProtect Basic,2025-08-01,Email,v1.1,2025-08-03,66.52798311672551,2.0
TKT-001223,cd75cd3f-e69e-4b22-90a8-cf7aeae8b07c,DL002,PAYMENT,RC008,In Progress,Low,Issue with dProtect Basic,2025-07-25,Web,v1.1,,,
TKT-001224,9435c188-3027-4726-b9ad-acd648860b6c,DIN001,SAVING,RC001,Closed,Medium,Issue with dProtect Basic,2025-08-05,App,v1.2,2025-08-05,63.961741479484736,1.0
TKT-001225,f8a7118a-b153-428f-88d8-412aa60e6f20,DIN001,ACCOUNT,RC008,Open,Medium,Issue with dProtect Basic,2025-08-04,App,v1.1,,,
TKT-001226,a43f683a-a431-41e4-8d56-5923c310d2a2,DS002,PAYMENT,RC008,Closed,Low,Issue with dLoan Flexi,2025-07-16,Phone,v1.1,2025-07-17,21.426147718868815,4.0
TKT-001227,6d34d824-df0a-406f-afc8-9220109443e8,DS002,APP_CRASH,RC001,Open,Medium,Issue with dProtect Basic,2025-07-17,Phone,v1.1,,,
TKT-001228,fa7e2829-6d91-4ea8-b578-90ba6774424f,DS001,LOGIN,RC006,Resolved,Medium,Issue with dProtect Basic,2025-07-25,Phone,v1.1,2025-07-26,11.227601228901834,2.0
TKT-001229,735e8153-1c38-42e8-b2cf-cd6380ab4b7f,DIN001,SAVING,RC001,Resolved,Medium,Issue with dProtect Plus,2025-07-15,Email,v1.1,2025-07-16,46.38170185496592,3.0
TKT-001230,238c16d1-29c9-4c4d-b037-02946f82e582,DS001,PAYMENT,RC001,Closed,Low,Issue with dSave Plus,2025-07-21,Email,v1.1,2025-07-23,33.90641696848291,2.0
TKT-001231,a2624fd2-a289-499e-aa67-16d4ae2e7dd2,DI001,SAVING,RC008,Closed,Medium,Issue with dProtect Plus,2025-07-29,App,v1.1,2025-08-01,9.140941937705435,4.0
TKT-001232,73f092e2-587d-42b4-bc63-dfcabe4834fc,DS002,ACCOUNT,RC003,Resolved,High,Issue with dSave Plus,2025-08-01,Phone,v1.1,2025-08-03,50.29749649779506,5.0
TKT-001233,daf22832-c37b-4e6d-a9a6-be5cf581ee9b,DS001,LOAN,RC007,Closed,Medium,Issue with dSave Premium,2025-07-28,Email,v1.1,2025-07-30,26.094521228417317,1.0
TKT-001234,b09c3254-79af-457d-8a5e-4968da042fee,DL001,PAYMENT,RC007,Closed,High,Issue with dSave Plus,2025-08-05,Email,v1.1,2025-08-05,49.467296533075036,2.0
TKT-001235,f460d1d4-2830-4942-bb58-de21e43a5736,DS001,SAVING,RC001,Closed,Medium,Issue with dLoan Flexi,2025-08-06,Phone,v1.1,2025-08-08,39.87098078343077,3.0
TKT-001236,89dbf929-29f4-492e-9758-0483264df7a5,DIN001,LOGIN,RC002,Closed,Low,Issue with dLoan Quick,2025-08-02,Phone,v1.1,2025-08-04,22.09218875772046,4.0
TKT-001237,058601a3-e82e-42ac-9eed-4c6eb4f24dd1,DI001,APP_CRASH,RC005,Resolved,High,Issue with dProtect Plus,2025-07-23,Phone,v1.1,2025-07-25,31.190925442552384,4.0
TKT-001238,e1dfdca8-8935-414c-9cca-b9d2b61a8955,DS002,PAYMENT,RC007,In Progress,Low,Issue with dLoan Quick,2025-07-23,Phone,v1.1,,,
TKT-001239,74740e67-5d70-44a4-a65a-77397891ae41,DS002,LOGIN,RC008,Closed,High,Issue with dSave Premium,2025-07-14,Email,v1.1,2025-07-15,61.363366485096705,5.0
TKT-001240,f10d6faf-438b-4c03-94bb-c2d136b6d95f,DIN001,LOAN,RC008,Resolved,Critical,Issue with dInvest Pro,2025-08-08,App,v1.1,2025-08-08,44.8296275589087,5.0
TKT-001241,a9f81afe-5711-4223-8411-0990ea1ec06c,DS001,APP_CRASH,RC001,Resolved,Medium,Issue with dProtect Basic,2025-07-28,Email,v1.1,2025-07-29,43.46995423348491,1.0
TKT-001242,f72cb6c8-855c-4a97-9640-5fcdbf761449,DI001,PAYMENT,RC004,Closed,Critical,Issue with dInvest Pro,2025-08-12,App,v1.1,2025-08-13,11.945578606324064,2.0
TKT-001243,2f2eea99-a537-474f-b329-ff2c0d684002,DI002,SAVING,RC008,Resolved,Low,Issue with dLoan Quick,2025-08-01,Phone,v1.1,2025-08-01,11.697707228435256,4.0
TKT-001244,827364b4-7e4f-41f4-9113-f8cb6e848c06,DI001,LOGIN,RC001,Open,Low,Issue with dInvest Pro,2025-07-24,Web,v1.1,,,
TKT-001245,56882a81-a396-4c2e-adbb-86823c83c44f,DL001,LOAN,RC005,Closed,Medium,Issue with dInvest Auto,2025-08-01,App,v1.1,2025-08-03,31.39681029493318,1.0
TKT-001246,58615a4b-704a-478c-b50c-81de6d8878ec,DL001,LOGIN,RC003,Closed,Medium,Issue with dProtect Basic,2025-08-02,Phone,v1.1,2025-08-04,28.145870027760832,5.0
TKT-001247,ec35c552-9bc5-434a-8802-61413de4d7d3,DI002,LOAN,RC003,Closed,Medium,Issue with dLoan Quick,2025-07-15,App,v1.1,2025-07-15,51.14718793339431,2.0
TKT-001248,bdd4b02d-4494-42cb-9352-7b167c44ea59,DI002,LOGIN,RC007,Closed,High,Issue with dSave Plus,2025-07-28,Email,v1.1,2025-07-28,58.25877250587161,4.0
TKT-001249,0ddb6edf-45fa-41fe-ae31-70a1c0d72b62,DIN002,LOGIN,RC001,In Progress,Medium,Issue with dInvest Auto,2025-07-17,Email,v1.1,,,
TKT-001250,44afa389-4ebd-4375-b82a-63721d8e90a1,DL001,LOGIN,RC003,Closed,Medium,Issue with dInvest Pro,2025-08-07,Email,v1.1,2025-08-07,53.89619571316355,4.0
TKT-001251,a2493e72-809e-4fb6-991d-3acda6fc40cb,DL001,APP_CRASH,RC006,Resolved,Medium,Issue with dLoan Quick,2025-08-09,Email,v1.1,2025-08-09,43.496830922598264,3.0
TKT-001252,ac15f7e3-00f4-41a5-8334-9f8166f7ac98,DIN002,PAYMENT,RC002,Closed,Medium,Issue with dLoan Flexi,2025-08-05,Email,v1.1,2025-08-05,13.446539463206667,4.0
TKT-001253,28b337c7-4cfb-450c-88fd-8e4cf738318d,DS002,ACCOUNT,RC007,Closed,Medium,Issue with dProtect Plus,2025-08-05,App,v1.1,2025-08-05,10.863891469231186,3.0
TKT-001254,bc425c76-0494-4bf1-9e8f-10bdd484f29d,DL001,LOGIN,RC003,Open,Medium,Issue with dLoan Flexi,2025-08-03,Web,v1.1,,,
TKT-001255,e55c4c4b-de4b-4af9-a9a4-0acf18a33839,DL002,LOAN,RC002,Open,Medium,Issue with dInvest Auto,2025-07-23,App,v1.1,,,
TKT-001256,f91b43c6-2ac6-4f88-918c-6ab948a0e962,DS002,LOAN,RC004,Closed,Medium,Issue with dLoan Flexi,2025-08-07,App,v1.1,2025-08-09,59.27602413320455,1.0
TKT-001257,f9d6d733-209c-4e52-91c8-7cdc3a6a6a52,DIN002,SAVING,RC008,In Progress,Medium,Issue with dProtect Plus,2025-07-26,App,v1.1,,,
TKT-001258,79e66175-3d73-451a-b57b-42738e345c09,DL001,SAVING,RC001,In Progress,Medium,Issue with dProtect Basic,2025-08-06,App,v1.1,,,
TKT-001259,e6d33572-2bf9-4861-8827-c440f6d9fe17,DIN002,SAVING,RC001,Closed,Medium,Issue with dProtect Basic,2025-07-26,Phone,v1.1,2025-07-26,51.83864543162925,4.0
TKT-001260,bed3c0b7-41db-4d33-8673-76135e8df160,DI002,PAYMENT,RC008,Resolved,Low,Issue with dSave Premium,2025-08-04,Web,v1.1,2025-08-06,23.569159585140813,3.0
TKT-001261,c95c5a3e-c098-4611-9b25-41fe22e465b9,DIN002,LOAN,RC004,Closed,Medium,Issue with dInvest Pro,2025-08-09,App,v1.1,2025-08-10,18.57161302943179,2.0
TKT-001262,9f6bf8cd-965c-4eaf-938d-ef975533389d,DI001,LOGIN,RC004,In Progress,Low,Issue with dInvest Pro,2025-08-01,Phone,v1.1,,,
TKT-001263,5811c7d9-2468-4716-945f-ccc379a88c67,DL001,LOAN,RC001,Closed,Medium,Issue with dSave Plus,2025-08-05,Email,v1.1,2025-08-06,38.78329732451499,2.0
TKT-001264,9bc765c2-a49b-4005-8ac9-489048fef418,DIN001,LOAN,RC007,Open,Low,Issue with dLoan Quick,2025-07-20,Phone,v1.1,,,
TKT-001265,d4a0e893-3fa9-431b-829a-75c58c1011fb,DI002,PAYMENT,RC008,Closed,Low,Issue with dSave Premium,2025-08-03,Email,v1.1,2025-08-05,38.88891737585101,3.0
TKT-001266,a897c60f-7225-4181-8da5-54af9eac8f94,DS002,SAVING,RC005,Closed,High,Issue with dSave Premium,2025-07-25,Email,v1.1,2025-07-25,8.66406805945077,5.0
TKT-001267,ce02c948-146b-4244-8597-c3bd5b245796,DI001,ACCOUNT,RC008,Closed,Low,Issue with dSave Premium,2025-07-30,Email,v1.1,2025-08-02,50.00772414992401,3.0
TKT-001268,9b2a5373-8cba-4be1-9176-afa81b32ac1e,DI001,TRANSFER,RC002,Open,Medium,Issue with dProtect Plus,2025-07-30,App,v1.1,,,
TKT-001269,f16637b0-4f29-4aae-b433-738cdfa9cbe9,DS002,TRANSFER,RC005,Closed,Medium,Issue with dLoan Quick,2025-07-31,Web,v1.1,2025-07-31,27.69828514510407,4.0
TKT-001270,2e0f3ece-c9e0-43fc-ac5d-6ff1eef148e5,DIN002,LOAN,RC001,Resolved,Medium,Issue with dInvest Auto,2025-07-26,Web,v1.1,2025-07-27,12.040917170910065,4.0
TKT-001271,875fbe9c-4492-4202-8eb8-79132e6f31e9,DL002,LOGIN,RC008,Resolved,Low,Issue with dInvest Auto,2025-08-08,Email,v1.1,2025-08-09,49.659028958323034,1.0
TKT-001272,3200c768-4bc4-4d1b-8848-51596240a4e5,DL002,APP_CRASH,RC008,Closed,Medium,Issue with dLoan Flexi,2025-08-03,Web,v1.1,2025-08-04,69.40383442049345,3.0
TKT-001273,15aa41ab-c757-4e96-8e8d-a94012566eb2,DL002,PAYMENT,RC006,In Progress,Low,Issue with dProtect Basic,2025-07-18,Phone,v1.1,,,
TKT-001274,d52af54b-8b89-4485-b57f-a0165ff8c2d7,DL002,PAYMENT,RC004,Resolved,Medium,Issue with dInvest Pro,2025-07-22,Phone,v1.1,2025-07-22,30.418013324029214,4.0
TKT-001275,aa6b0889-4e71-45e9-8a6e-bd319d0afb25,DIN002,ACCOUNT,RC004,Closed,Low,Issue with dInvest Auto,2025-08-07,Web,v1.1,2025-08-09,61.714538172878854,5.0
TKT-001276,6add0f92-4691-40b9-aef3-376f83428d04,DIN002,SAVING,RC005,Open,Medium,Issue with dProtect Basic,2025-07-15,Phone,v1.1,,,
TKT-001277,ed5c746f-d561-4f20-aa82-354721b34a4d,DL002,SAVING,RC006,Closed,Low,Issue with dInvest Auto,2025-08-05,App,v1.1,2025-08-06,68.02204825761467,4.0
TKT-001278,0de6a933-fcc5-4153-84b0-654dd71e7b82,DI002,LOAN,RC007,Resolved,Low,Issue with dSave Plus,2025-08-12,Email,v1.1,2025-08-14,37.51947887469542,5.0
TKT-001279,7fd43d1c-8ce6-45eb-8811-500ccfe3c448,DI002,PAYMENT,RC005,In Progress,High,Issue with dLoan Flexi,2025-08-05,App,v1.1,,,
TKT-001280,d2bda17d-c7f8-41f9-9c63-1e5212ad763a,DS002,LOAN,RC001,Closed,Medium,Issue with dLoan Quick,2025-08-12,App,v1.1,2025-08-13,41.09190968321902,2.0
TKT-001281,333f117b-2054-4592-901b-3c72d61a4a69,DS001,SAVING,RC003,Resolved,Medium,Issue with dInvest Pro,2025-08-07,Email,v1.1,2025-08-07,48.09017063685142,5.0
